l2_regularization,learning_rate,loss,max_depth,max_iter,min_samples_leaf,quantile,score
0,0.3,quantile,15,300,40,0.1,-13.885062971648267
0,0.3,quantile,15,300,40,0.2,-12.382635024482706
0,0.3,quantile,15,300,40,0.3,-11.239829054982328
0,0.3,quantile,15,300,40,0.4,-10.55385817097807
0,0.3,quantile,15,300,40,0.5,-10.216292631844167
0,0.3,quantile,15,300,40,0.6,-10.15684991422945
0,0.3,quantile,15,300,40,0.7,-10.382392468909687
0,0.3,quantile,15,300,40,0.8,-11.057163108000708
0,0.3,quantile,15,300,40,0.9,-13.198299469264674
0,0.3,quantile,15,300,50,0.1,-13.72055296208398
0,0.3,quantile,15,300,50,0.2,-12.3126710992991
0,0.3,quantile,15,300,50,0.3,-11.236380347174403
0,0.3,quantile,15,300,50,0.4,-10.527412786464353
0,0.3,quantile,15,300,50,0.5,-10.204456530638225
0,0.3,quantile,15,300,50,0.6,-10.195473850499505
0,0.3,quantile,15,300,50,0.7,-10.335727766718929
0,0.3,quantile,15,300,50,0.8,-10.935760156936366
0,0.3,quantile,15,300,50,0.9,-13.394014117652716
0,0.3,quantile,15,300,10,0.1,-14.13747276912359
0,0.3,quantile,15,300,10,0.2,-12.53439480215875
0,0.3,quantile,15,300,10,0.3,-11.27868713206034
0,0.3,quantile,15,300,10,0.4,-10.467935965745228
0,0.3,quantile,15,300,10,0.5,-10.245086838149843
0,0.3,quantile,15,300,10,0.6,-10.293216280599056
0,0.3,quantile,15,300,10,0.7,-10.631200079239484
0,0.3,quantile,15,300,10,0.8,-10.927774781716375
0,0.3,quantile,15,300,10,0.9,-12.31738532181457
0,0.3,quantile,15,300,20,0.1,-14.029890474375605
0,0.3,quantile,15,300,20,0.2,-12.48669668887587
0,0.3,quantile,15,300,20,0.3,-11.271875080464387
0,0.3,quantile,15,300,20,0.4,-10.432080991210603
0,0.3,quantile,15,300,20,0.5,-10.313342143114026
0,0.3,quantile,15,300,20,0.6,-10.168448566910746
0,0.3,quantile,15,300,20,0.7,-10.485229199435462
0,0.3,quantile,15,300,20,0.8,-10.840531675931377
0,0.3,quantile,15,300,20,0.9,-12.607929920953184
0,0.3,quantile,15,300,30,0.1,-13.820751381292578
0,0.3,quantile,15,300,30,0.2,-12.353828192609075
0,0.3,quantile,15,300,30,0.3,-11.100638465756777
0,0.3,quantile,15,300,30,0.4,-10.433253203068086
0,0.3,quantile,15,300,30,0.5,-10.1137469789502
0,0.3,quantile,15,300,30,0.6,-10.206977328643456
0,0.3,quantile,15,300,30,0.7,-10.320027178116721
0,0.3,quantile,15,300,30,0.8,-10.896707945287236
0,0.3,quantile,15,300,30,0.9,-12.98776644111162
0,0.3,quantile,15,300,40,0.1,-13.62567463819045
0,0.3,quantile,15,300,40,0.2,-12.23448163977783
0,0.3,quantile,15,300,40,0.3,-11.203572615873366
0,0.3,quantile,15,300,40,0.4,-10.470079748258732
0,0.3,quantile,15,300,40,0.5,-10.166391450335405
0,0.3,quantile,15,300,40,0.6,-10.204613254223858
0,0.3,quantile,15,300,40,0.7,-10.18266757126013
0,0.3,quantile,15,300,40,0.8,-11.021894303197858
0,0.3,quantile,15,300,40,0.9,-13.003698543300976
0,0.3,quantile,15,300,50,0.1,-13.51997803960476
0,0.3,quantile,15,300,50,0.2,-12.25717055947552
0,0.3,quantile,15,300,50,0.3,-11.07569877914184
0,0.3,quantile,15,300,50,0.4,-10.45932818065964
0,0.3,quantile,15,300,50,0.5,-10.220524129347805
0,0.3,quantile,15,300,50,0.6,-10.066117782406215
0,0.3,quantile,15,300,50,0.7,-10.367207644187184
0,0.3,quantile,15,300,50,0.8,-10.92874203583583
0,0.3,quantile,15,300,50,0.9,-13.309544294890362
0,0.3,quantile,15,300,10,0.1,-14.034510231870026
0,0.3,quantile,15,300,10,0.2,-12.449214547334416
0,0.3,quantile,15,300,10,0.3,-11.309887446299449
0,0.3,quantile,15,300,10,0.4,-10.379609050049174
0,0.3,quantile,15,300,10,0.5,-10.163785094051832
0,0.3,quantile,15,300,10,0.6,-10.358599596021346
0,0.3,quantile,15,300,10,0.7,-10.470708675615839
0,0.3,quantile,15,300,10,0.8,-11.016084876532084
0,0.3,quantile,15,300,10,0.9,-12.484936266713238
0,0.3,quantile,15,300,20,0.1,-13.843110924836811
0,0.3,quantile,15,300,20,0.2,-12.387869545788291
0,0.3,quantile,15,300,20,0.3,-11.180353503324094
0,0.3,quantile,15,300,20,0.4,-10.41262077453994
0,0.3,quantile,15,300,20,0.5,-10.248672820678562
0,0.3,quantile,15,300,20,0.6,-10.293026134178453
0,0.3,quantile,15,300,20,0.7,-10.370225473813585
0,0.3,quantile,15,300,20,0.8,-10.943894623454515
0,0.3,quantile,15,300,20,0.9,-12.70767519323756
0,0.3,quantile,15,300,30,0.1,-13.640191066084242
0,0.3,quantile,15,300,30,0.2,-12.28811597216312
0,0.3,quantile,15,300,30,0.3,-11.149164410560244
0,0.3,quantile,15,300,30,0.4,-10.535870721707818
0,0.3,quantile,15,300,30,0.5,-10.168463943981747
0,0.3,quantile,15,300,30,0.6,-10.295321958029481
0,0.3,quantile,15,300,30,0.7,-10.356212982740736
0,0.3,quantile,15,300,30,0.8,-10.908113345179483
0,0.3,quantile,15,300,30,0.9,-12.975938693092743
0,0.3,quantile,15,300,40,0.1,-13.467492571345545
0,0.3,quantile,15,300,40,0.2,-12.160420120953304
0,0.3,quantile,15,300,40,0.3,-11.148011389233098
0,0.3,quantile,15,300,40,0.4,-10.457550474236097
0,0.3,quantile,15,300,40,0.5,-10.297247203056957
0,0.3,quantile,15,300,40,0.6,-10.208244959476255
0,0.3,quantile,15,300,40,0.7,-10.387344619952852
0,0.3,quantile,15,300,40,0.8,-10.794555358989985
0,0.3,quantile,15,300,40,0.9,-12.936431442392754
0,0.3,quantile,15,300,50,0.1,-13.363438684330628
0,0.3,quantile,15,300,50,0.2,-12.135541724297521
0,0.3,quantile,15,300,50,0.3,-11.139312506943265
0,0.3,quantile,15,300,50,0.4,-10.54747842192674
0,0.3,quantile,15,300,50,0.5,-10.204251013186568
0,0.3,quantile,15,300,50,0.6,-10.108853101857125
0,0.3,quantile,15,300,50,0.7,-10.31371281718615
0,0.3,quantile,15,300,50,0.8,-10.863459341803978
0,0.3,quantile,15,300,50,0.9,-13.139171039852766
0,0.3,quantile,15,300,10,0.1,-13.909066103788438
0,0.3,quantile,15,300,10,0.2,-12.438273176465673
0,0.3,quantile,15,300,10,0.3,-11.222398031542165
0,0.3,quantile,15,300,10,0.4,-10.430048885159795
0,0.3,quantile,15,300,10,0.5,-10.240898447034482
0,0.3,quantile,15,300,10,0.6,-10.33784247227866
0,0.3,quantile,15,300,10,0.7,-10.650634812480574
0,0.3,quantile,15,300,10,0.8,-10.799226310751632
0,0.3,quantile,15,300,10,0.9,-12.368042581091682
0,0.3,quantile,15,300,20,0.1,-13.689196090927434
0,0.3,quantile,15,300,20,0.2,-12.254792354902785
0,0.3,quantile,15,300,20,0.3,-11.167097451567901
0,0.3,quantile,15,300,20,0.4,-10.420371667333496
0,0.3,quantile,15,300,20,0.5,-10.307529920704221
0,0.3,quantile,15,300,20,0.6,-10.220688450768465
0,0.3,quantile,15,300,20,0.7,-10.557223475370547
0,0.3,quantile,15,300,20,0.8,-11.035815990816282
0,0.3,quantile,15,300,20,0.9,-12.647698660641328
0,0.3,quantile,15,300,30,0.1,-13.506355690605151
0,0.3,quantile,15,300,30,0.2,-12.133639640147356
0,0.3,quantile,15,300,30,0.3,-11.143903250225993
0,0.3,quantile,15,300,30,0.4,-10.48517505755493
0,0.3,quantile,15,300,30,0.5,-10.151522872838967
0,0.3,quantile,15,300,30,0.6,-10.310069794672474
0,0.3,quantile,15,300,30,0.7,-10.246752193327305
0,0.3,quantile,15,300,30,0.8,-10.89410323712408
0,0.3,quantile,15,300,30,0.9,-12.79627217258268
0,0.3,quantile,15,300,40,0.1,-13.400149500577623
0,0.3,quantile,15,300,40,0.2,-12.036716583760885
0,0.3,quantile,15,300,40,0.3,-11.008245162661112
0,0.3,quantile,15,300,40,0.4,-10.389705137742022
0,0.3,quantile,15,300,40,0.5,-10.329804913829713
0,0.3,quantile,15,300,40,0.6,-10.280741167907271
0,0.3,quantile,15,300,40,0.7,-10.396516649212137
0,0.3,quantile,15,300,40,0.8,-10.886437761008775
0,0.3,quantile,15,300,40,0.9,-12.933912849208031
0,0.3,quantile,15,300,50,0.1,-13.319422155710578
0,0.3,quantile,15,300,50,0.2,-11.951573408316275
0,0.3,quantile,15,300,50,0.3,-10.972838198371127
0,0.3,quantile,15,300,50,0.4,-10.563419568700793
0,0.3,quantile,15,300,50,0.5,-10.322852786906378
0,0.3,quantile,15,300,50,0.6,-10.094209887410724
0,0.3,quantile,15,300,50,0.7,-10.342890432121743
0,0.3,quantile,15,300,50,0.8,-10.919876550690551
0,0.3,quantile,15,300,50,0.9,-13.076862709533325
0,0.3,quantile,15,300,10,0.1,-13.715699783090255
0,0.3,quantile,15,300,10,0.2,-12.325602814508713
0,0.3,quantile,15,300,10,0.3,-11.172430879994746
0,0.3,quantile,15,300,10,0.4,-10.521332079802736
0,0.3,quantile,15,300,10,0.5,-10.145155969085316
0,0.3,quantile,15,300,10,0.6,-10.354469572593954
0,0.3,quantile,15,300,10,0.7,-10.4548356201811
0,0.3,quantile,15,300,10,0.8,-10.809712814643733
0,0.3,quantile,15,300,10,0.9,-12.264210244989247
0,0.3,quantile,15,300,20,0.1,-13.391073894320566
0,0.3,quantile,15,300,20,0.2,-12.049985947916268
0,0.3,quantile,15,300,20,0.3,-11.04772050027275
0,0.3,quantile,15,300,20,0.4,-10.464098214030352
0,0.3,quantile,15,300,20,0.5,-10.259307495053134
0,0.3,quantile,15,300,20,0.6,-10.227465598694762
0,0.3,quantile,15,300,20,0.7,-10.355116038803226
0,0.3,quantile,15,300,20,0.8,-10.808016676001708
0,0.3,quantile,15,300,20,0.9,-12.621210231913576
0,0.3,quantile,15,300,30,0.1,-13.241532265371173
0,0.3,quantile,15,300,30,0.2,-11.935607839919106
0,0.3,quantile,15,300,30,0.3,-10.991835498682562
0,0.3,quantile,15,300,30,0.4,-10.506315052576834
0,0.3,quantile,15,300,30,0.5,-10.230244563214336
0,0.3,quantile,15,300,30,0.6,-10.26969623397784
0,0.3,quantile,15,300,30,0.7,-10.335574800949999
0,0.3,quantile,15,300,30,0.8,-10.889971919229835
0,0.3,quantile,15,300,30,0.9,-12.643872752926484
0,0.3,quantile,15,300,40,0.1,-13.218288389980113
0,0.3,quantile,15,300,40,0.2,-11.897314766342998
0,0.3,quantile,15,300,40,0.3,-10.983738252624393
0,0.3,quantile,15,300,40,0.4,-10.49495408644217
0,0.3,quantile,15,300,40,0.5,-10.205956135730597
0,0.3,quantile,15,300,40,0.6,-10.17248454013916
0,0.3,quantile,15,300,40,0.7,-10.372879179919352
0,0.3,quantile,15,300,40,0.8,-10.859639501501082
0,0.3,quantile,15,300,40,0.9,-12.714741343908285
0,0.3,quantile,15,300,50,0.1,-13.301299604806317
0,0.3,quantile,15,300,50,0.2,-11.876981686672773
0,0.3,quantile,15,300,50,0.3,-11.006721422786136
0,0.3,quantile,15,300,50,0.4,-10.548576868222908
0,0.3,quantile,15,300,50,0.5,-10.185223653126162
0,0.3,quantile,15,300,50,0.6,-10.060792953440707
0,0.3,quantile,15,300,50,0.7,-10.336858015117281
0,0.3,quantile,15,400,10,0.1,-14.006399097885202
0,0.3,quantile,15,400,10,0.2,-12.406094155935012
0,0.3,quantile,15,400,10,0.3,-11.201271438138958
0,0.3,quantile,15,400,10,0.4,-10.453021614031048
0,0.3,quantile,15,400,10,0.5,-10.19186817998943
0,0.3,quantile,15,400,10,0.6,-10.18215084950987
0,0.3,quantile,15,400,10,0.7,-10.53640768954709
0,0.3,quantile,15,400,10,0.8,-10.865546575196506
0,0.3,quantile,15,400,10,0.9,-12.239406420874207
0,0.3,quantile,15,400,20,0.1,-13.878845701363266
0,0.3,quantile,15,400,20,0.2,-12.350543271639042
0,0.3,quantile,15,400,20,0.3,-11.197364949512234
0,0.3,quantile,15,400,20,0.4,-10.488750125705696
0,0.3,quantile,15,400,20,0.5,-10.149888302279978
0,0.3,quantile,15,400,20,0.6,-10.2283961864192
0,0.3,quantile,15,400,20,0.7,-10.507257288745866
0,0.3,quantile,15,400,20,0.8,-10.936568278456864
0,0.3,quantile,15,400,20,0.9,-12.61293440734749
0,0.3,quantile,15,400,30,0.1,-13.673209964029812
0,0.3,quantile,15,400,30,0.2,-12.267641452456926
0,0.3,quantile,15,400,30,0.3,-11.152263539338978
0,0.3,quantile,15,400,30,0.4,-10.458422092128014
0,0.3,quantile,15,400,30,0.5,-10.229763495209845
0,0.3,quantile,15,400,30,0.6,-10.131427215354625
0,0.3,quantile,15,400,30,0.7,-10.474748079324042
0,0.3,quantile,15,400,30,0.8,-10.91294530606042
0,0.3,quantile,15,400,30,0.9,-12.819138451996455
0,0.3,quantile,15,400,40,0.1,-13.533714668964063
0,0.3,quantile,15,400,40,0.2,-12.20570852793735
0,0.3,quantile,15,400,40,0.3,-11.126240705823026
0,0.3,quantile,15,400,40,0.4,-10.388260888518952
0,0.3,quantile,15,400,40,0.5,-10.132394012623191
0,0.3,quantile,15,400,40,0.6,-10.1540118888694
0,0.3,quantile,15,400,40,0.7,-10.3350907957016
0,0.3,quantile,15,400,40,0.8,-10.853489602204258
0,0.3,quantile,15,400,40,0.9,-12.94547610522601
0,0.3,quantile,15,400,50,0.1,-13.443851492524692
0,0.3,quantile,15,400,50,0.2,-12.12633222852237
0,0.3,quantile,15,400,50,0.3,-11.082028958994858
0,0.3,quantile,15,400,50,0.4,-10.559536400376134
0,0.3,quantile,15,400,50,0.5,-10.284500299475326
0,0.3,quantile,15,400,50,0.6,-10.113932754220416
0,0.3,quantile,15,400,50,0.7,-10.345099648639435
0,0.3,quantile,15,400,50,0.8,-10.933433194140449
0,0.3,quantile,15,400,50,0.9,-13.136447378153141
0,0.3,quantile,15,500,10,0.1,-13.935314687355856
0,0.3,quantile,15,500,10,0.2,-12.331971759031656
0,0.3,quantile,15,500,10,0.3,-11.132579073255904
0,0.3,quantile,15,500,10,0.4,-10.421066750687883
0,0.3,quantile,15,500,10,0.5,-10.186589551990947
0,0.3,quantile,15,500,10,0.6,-10.184160842075764
0,0.3,quantile,15,500,10,0.7,-10.536012534255164
0,0.3,quantile,15,500,10,0.8,-10.845079906085854
0,0.3,quantile,15,500,10,0.9,-12.15821174837505
0,0.3,quantile,15,500,20,0.1,-13.804285752802858
0,0.3,quantile,15,500,20,0.2,-12.289041531271902
0,0.3,quantile,15,500,20,0.3,-11.147858965584925
0,0.3,quantile,15,500,20,0.4,-10.469002143955773
0,0.3,quantile,15,500,20,0.5,-10.137082110391766
0,0.3,quantile,15,500,20,0.6,-10.226498726919008
0,0.3,quantile,15,500,20,0.7,-10.498075117614906
0,0.3,quantile,15,500,20,0.8,-10.914491035607446
0,0.3,quantile,15,500,20,0.9,-12.539486237835389
0,0.3,quantile,15,500,30,0.1,-13.585628110853037
0,0.3,quantile,15,500,30,0.2,-12.219042332362626
0,0.3,quantile,15,500,30,0.3,-11.109343184298435
0,0.3,quantile,15,500,30,0.4,-10.43649352061438
0,0.3,quantile,15,500,30,0.5,-10.218613881807068
0,0.3,quantile,15,500,30,0.6,-10.129490902281061
0,0.3,quantile,15,500,30,0.7,-10.470057683204095
0,0.3,quantile,15,500,30,0.8,-10.897177064305787
0,0.3,quantile,15,500,30,0.9,-12.754184480411354
0,0.3,quantile,15,500,40,0.1,-13.467163116306585
0,0.3,quantile,15,500,40,0.2,-12.14885495476322
0,0.3,quantile,15,500,40,0.3,-11.094171881461902
0,0.3,quantile,15,500,40,0.4,-10.367698159643924
0,0.3,quantile,15,500,40,0.5,-10.118694332967376
0,0.3,quantile,15,500,40,0.6,-10.148467886323044
0,0.3,quantile,15,500,40,0.7,-10.332749268090947
0,0.3,quantile,15,500,40,0.8,-10.832637243433881
0,0.3,quantile,15,500,40,0.9,-12.882843410206004
0,0.3,quantile,15,500,50,0.1,-13.391631948117427
0,0.3,quantile,15,500,50,0.2,-12.078052514522149
0,0.3,quantile,15,500,50,0.3,-11.048385310835613
0,0.3,quantile,15,500,50,0.4,-10.546291546201784
0,0.3,quantile,15,500,50,0.5,-10.27775921900433
0,0.3,quantile,15,500,50,0.6,-10.119603653668708
0,0.3,quantile,15,500,50,0.7,-10.341498487727662
0,0.3,quantile,15,500,50,0.8,-10.910083241711744
0,0.3,quantile,15,500,50,0.9,-13.075183749095297
0,0.3,quantile,15,1000,10,0.1,-13.643504117812768
0,0.3,quantile,15,1000,10,0.2,-12.096998816777656
0,0.3,quantile,15,1000,10,0.3,-10.940731104899573
0,0.3,quantile,15,1000,10,0.4,-10.345899673324144
0,0.3,quantile,15,1000,10,0.5,-10.151292909070682
0,0.3,quantile,15,1000,10,0.6,-10.182876751630342
0,0.3,quantile,15,1000,10,0.7,-10.534514586063452
0,0.3,quantile,15,1000,10,0.8,-10.792749872360428
0,0.3,quantile,15,1000,10,0.9,-11.938175084222909
0,0.3,quantile,15,1000,20,0.1,-13.539647223389096
0,0.3,quantile,15,1000,20,0.2,-12.097662729740424
0,0.3,quantile,15,1000,20,0.3,-11.01613720433311
0,0.3,quantile,15,1000,20,0.4,-10.384842342685419
0,0.3,quantile,15,1000,20,0.5,-10.112457408790517
0,0.3,quantile,15,1000,20,0.6,-10.22851543885874
0,0.3,quantile,15,1000,20,0.7,-10.495495849729513
0,0.3,quantile,15,1000,20,0.8,-10.864061153288652
0,0.3,quantile,15,1000,20,0.9,-12.350653563946148
0,0.3,quantile,15,1000,30,0.1,-13.34528146635996
0,0.3,quantile,15,1000,30,0.2,-12.045509055044352
0,0.3,quantile,15,1000,30,0.3,-10.986740650687777
0,0.3,quantile,15,1000,30,0.4,-10.380653821353647
0,0.3,quantile,15,1000,30,0.5,-10.212510621258577
0,0.3,quantile,15,1000,30,0.6,-10.131245728633846
0,0.3,quantile,15,1000,30,0.7,-10.447910001608609
0,0.3,quantile,15,1000,30,0.8,-10.848925396079116
0,0.3,quantile,15,1000,30,0.9,-12.556953378967844
0,0.3,quantile,15,1000,40,0.1,-13.268712939171674
0,0.3,quantile,15,1000,40,0.2,-11.9990473483787
0,0.3,quantile,15,1000,40,0.3,-10.97495168173763
0,0.3,quantile,15,1000,40,0.4,-10.321415258334804
0,0.3,quantile,15,1000,40,0.5,-10.10413797584752
0,0.3,quantile,15,1000,40,0.6,-10.139182893176962
0,0.3,quantile,15,1000,40,0.7,-10.316017435882554
0,0.3,quantile,15,1000,40,0.8,-10.78106781050093
0,0.3,quantile,15,1000,40,0.9,-12.688998325448091
0,0.3,quantile,15,1000,50,0.1,-13.221547962633512
0,0.3,quantile,15,1000,50,0.2,-11.944683755206837
0,0.3,quantile,15,1000,50,0.3,-10.944494777522147
0,0.3,quantile,15,1000,50,0.4,-10.499507649184064
0,0.3,quantile,15,1000,50,0.5,-10.26556949287751
0,0.3,quantile,15,1000,50,0.6,-10.10777814228696
0,0.3,quantile,15,1000,50,0.7,-10.318436458977157
0,0.3,quantile,15,1000,50,0.8,-10.84661062185073
0,0.3,quantile,15,1000,50,0.9,-12.8981697486503
0,0.3,quantile,20,100,10,0.1,-14.481064336585703
0,0.3,quantile,20,100,10,0.2,-12.81039061827182
0,0.3,quantile,20,100,10,0.3,-11.623164845649324
0,0.3,quantile,20,100,10,0.4,-10.749658449387598
0,0.3,quantile,20,100,10,0.5,-10.235364095674742
0,0.3,quantile,20,100,10,0.6,-10.244412002216635
0,0.3,quantile,20,100,10,0.7,-10.599827074401242
0,0.3,quantile,20,100,10,0.8,-10.999895474050915
0,0.3,quantile,20,100,10,0.9,-12.691341392181041
0,0.3,quantile,20,100,20,0.1,-14.391838947629413
0,0.3,quantile,20,100,20,0.2,-12.796791756985604
0,0.3,quantile,20,100,20,0.3,-11.567216583651156
0,0.3,quantile,20,100,20,0.4,-10.704201754510148
0,0.3,quantile,20,100,20,0.5,-10.198728647683954
0,0.3,quantile,20,100,20,0.6,-10.243084779798266
0,0.3,quantile,20,100,20,0.7,-10.542013163151326
0,0.3,quantile,20,100,20,0.8,-11.066993696806486
0,0.3,quantile,20,100,20,0.9,-13.050497665078222
0,0.3,quantile,20,100,30,0.1,-14.16992914981347
0,0.3,quantile,20,100,30,0.2,-12.6882407188968
0,0.3,quantile,20,100,30,0.3,-11.416645781135534
0,0.3,quantile,20,100,30,0.4,-10.620980108423351
0,0.3,quantile,20,100,30,0.5,-10.285730303554109
0,0.3,quantile,20,100,30,0.6,-10.223159922450014
0,0.3,quantile,20,100,30,0.7,-10.51263885724057
0,0.3,quantile,20,100,30,0.8,-11.088376672199516
0,0.3,quantile,20,100,30,0.9,-13.29612737584577
0,0.3,quantile,20,100,40,0.1,-14.02097336644385
0,0.3,quantile,20,100,40,0.2,-12.568397037681912
0,0.3,quantile,20,100,40,0.3,-11.430588531047679
0,0.3,quantile,20,100,40,0.4,-10.577213698030516
0,0.3,quantile,20,100,40,0.5,-10.296644472549417
0,0.3,quantile,20,100,40,0.6,-10.177774010668408
0,0.3,quantile,20,100,40,0.7,-10.428621473020971
0,0.3,quantile,20,100,40,0.8,-11.03452924724749
0,0.3,quantile,20,100,40,0.9,-13.406938375221188
0,0.3,quantile,20,100,50,0.1,-13.82754016516862
0,0.3,quantile,20,100,50,0.2,-12.453662074674838
0,0.3,quantile,20,100,50,0.3,-11.395059565919759
0,0.3,quantile,20,100,50,0.4,-10.661014522612346
0,0.3,quantile,20,100,50,0.5,-10.301862004262471
0,0.3,quantile,20,100,50,0.6,-10.134831993740525
0,0.3,quantile,20,100,50,0.7,-10.448017140199767
0,0.3,quantile,20,100,50,0.8,-11.121544107560524
0,0.3,quantile,20,100,50,0.9,-13.584692991806929
0,0.3,quantile,20,200,10,0.1,-14.222271787906084
0,0.3,quantile,20,200,10,0.2,-12.592619241214273
0,0.3,quantile,20,200,10,0.3,-11.42529419912353
0,0.3,quantile,20,200,10,0.4,-10.646450371273088
0,0.3,quantile,20,200,10,0.5,-10.201383935952466
0,0.3,quantile,20,200,10,0.6,-10.27098085274164
0,0.3,quantile,20,200,10,0.7,-10.58820474423119
0,0.3,quantile,20,200,10,0.8,-10.938474325978211
0,0.3,quantile,20,200,10,0.9,-12.469341938685153
0,0.3,quantile,20,200,20,0.1,-14.136219695479545
0,0.3,quantile,20,200,20,0.2,-12.577447249754936
0,0.3,quantile,20,200,20,0.3,-11.360829962502894
0,0.3,quantile,20,200,20,0.4,-10.623721944792365
0,0.3,quantile,20,200,20,0.5,-10.170417063492138
0,0.3,quantile,20,200,20,0.6,-10.214964847849172
0,0.3,quantile,20,200,20,0.7,-10.523934976051402
0,0.3,quantile,20,200,20,0.8,-10.96819747036552
0,0.3,quantile,20,200,20,0.9,-12.810408954867668
0,0.3,quantile,20,200,30,0.1,-13.933152013300381
0,0.3,quantile,20,200,30,0.2,-12.462169591369017
0,0.3,quantile,20,200,30,0.3,-11.208776995779804
0,0.3,quantile,20,200,30,0.4,-10.512590999648083
0,0.3,quantile,20,200,30,0.5,-10.244814762432291
0,0.3,quantile,20,200,30,0.6,-10.215838843581631
0,0.3,quantile,20,200,30,0.7,-10.490547781035009
0,0.3,quantile,20,200,30,0.8,-10.983587303504537
0,0.3,quantile,20,200,30,0.9,-13.049358612159676
0,0.3,quantile,20,200,40,0.1,-13.76245898326863
0,0.3,quantile,20,200,40,0.2,-12.356854261310698
0,0.3,quantile,20,200,40,0.3,-11.258514295249142
0,0.3,quantile,20,200,40,0.4,-10.494877485031228
0,0.3,quantile,20,200,40,0.5,-10.266351379899335
0,0.3,quantile,20,200,40,0.6,-10.18745426065793
0,0.3,quantile,20,200,40,0.7,-10.392468647221879
0,0.3,quantile,20,200,40,0.8,-10.920411132279831
0,0.3,quantile,20,200,40,0.9,-13.15689318799603
0,0.3,quantile,20,200,50,0.1,-13.597984962440545
0,0.3,quantile,20,200,50,0.2,-12.27233142382341
0,0.3,quantile,20,200,50,0.3,-11.2233180342553
0,0.3,quantile,20,200,50,0.4,-10.5776638853984
0,0.3,quantile,20,200,50,0.5,-10.27709817059333
0,0.3,quantile,20,200,50,0.6,-10.122101757687865
0,0.3,quantile,20,200,50,0.7,-10.394434791686535
0,0.3,quantile,20,200,50,0.8,-11.016618288029287
0,0.3,quantile,20,200,50,0.9,-13.340375481789835
0,0.3,quantile,20,300,10,0.1,-14.07837807490419
0,0.3,quantile,20,300,10,0.2,-12.469409116906323
0,0.3,quantile,20,300,10,0.3,-11.342352873133333
0,0.3,quantile,20,300,10,0.4,-10.58713717777847
0,0.3,quantile,20,300,10,0.5,-10.189153675225782
0,0.3,quantile,20,300,10,0.6,-10.277109847558801
0,0.3,quantile,20,300,10,0.7,-10.583819864107472
0,0.3,quantile,20,300,10,0.8,-10.92299280951809
0,0.3,quantile,20,300,10,0.9,-12.337064440420036
0,0.3,quantile,20,300,20,0.1,-13.980327062432204
0,0.3,quantile,20,300,20,0.2,-12.458546305699048
0,0.3,quantile,20,300,20,0.3,-11.256857337741998
0,0.3,quantile,20,300,20,0.4,-10.588032717666565
0,0.3,quantile,20,300,20,0.5,-10.173315616108273
0,0.3,quantile,20,300,20,0.6,-10.209138977409214
0,0.3,quantile,20,300,20,0.7,-10.525105989432538
0,0.3,quantile,20,300,20,0.8,-10.930156489854669
0,0.3,quantile,20,300,20,0.9,-12.691880213273699
0,0.3,quantile,20,300,30,0.1,-13.809583811629016
0,0.3,quantile,20,300,30,0.2,-12.340537593078214
0,0.3,quantile,20,300,30,0.3,-11.123609332959825
0,0.3,quantile,20,300,30,0.4,-10.461894733756472
0,0.3,quantile,20,300,30,0.5,-10.232100544811896
0,0.3,quantile,20,300,30,0.6,-10.221217235527943
0,0.3,quantile,20,300,30,0.7,-10.485711597076204
0,0.3,quantile,20,300,30,0.8,-10.948799924459108
0,0.3,quantile,20,300,30,0.9,-12.917643172235136
0,0.3,quantile,20,300,40,0.1,-13.633264097574695
0,0.3,quantile,20,300,40,0.2,-12.26610665433017
0,0.3,quantile,20,300,40,0.3,-11.163451388893593
0,0.3,quantile,20,300,40,0.4,-10.44639780736656
0,0.3,quantile,20,300,40,0.5,-10.248158987438382
0,0.3,quantile,20,300,40,0.6,-10.186098107109073
0,0.3,quantile,20,300,40,0.7,-10.375987883102068
0,0.3,quantile,20,300,40,0.8,-10.864481244430637
0,0.3,quantile,20,300,40,0.9,-13.027396388947432
0,0.3,quantile,20,300,50,0.1,-13.499494511697833
0,0.3,quantile,20,300,50,0.2,-12.180534032600939
0,0.3,quantile,20,300,50,0.3,-11.143701541781777
0,0.3,quantile,20,300,50,0.4,-10.540045033140059
0,0.3,quantile,20,300,50,0.5,-10.262401127277718
0,0.3,quantile,20,300,50,0.6,-10.12362287507049
0,0.3,quantile,20,300,50,0.7,-10.384244177848299
0,0.3,quantile,20,300,50,0.8,-10.96236699447341
0,0.3,quantile,20,300,50,0.9,-13.206963005300526
0,0.3,quantile,20,400,10,0.1,-13.955618745171273
0,0.3,quantile,20,400,10,0.2,-12.375766339456131
0,0.3,quantile,20,400,10,0.3,-11.27055824949274
