l2_regularization,learning_rate,loss,max_depth,max_iter,min_samples_leaf,quantile,score
0,0.3,quantile,15,200,20,0.6,-10.228003558998541
0,0.3,quantile,15,200,20,0.7,-10.369502489839682
0,0.3,quantile,15,200,20,0.8,-10.843860749610386
0,0.3,quantile,15,200,20,0.9,-12.758357482689936
0,0.3,quantile,15,200,30,0.1,-13.366367129016979
0,0.3,quantile,15,200,30,0.2,-12.047753625486433
0,0.3,quantile,15,200,30,0.3,-11.075612843444768
0,0.3,quantile,15,200,30,0.4,-10.548233243153154
0,0.3,quantile,15,200,30,0.5,-10.241944251281673
0,0.3,quantile,15,200,30,0.6,-10.270711570528054
0,0.3,quantile,15,200,30,0.7,-10.356141263223964
0,0.3,quantile,15,200,30,0.8,-10.938819700875134
0,0.3,quantile,15,200,30,0.9,-12.767619934742394
0,0.3,quantile,15,200,40,0.1,-13.322119871214221
0,0.3,quantile,15,200,40,0.2,-11.988732232879496
0,0.3,quantile,15,200,40,0.3,-11.049948727890534
0,0.3,quantile,15,200,40,0.4,-10.529042919309017
0,0.3,quantile,15,200,40,0.5,-10.223010868354486
0,0.3,quantile,15,200,40,0.6,-10.183303752684202
0,0.3,quantile,15,200,40,0.7,-10.378249123126341
0,0.3,quantile,15,200,40,0.8,-10.899394308428775
0,0.3,quantile,15,200,40,0.9,-12.829895735069233
0,0.3,quantile,15,200,50,0.1,-13.406365354800172
0,0.3,quantile,15,200,50,0.2,-11.961895010039166
0,0.3,quantile,15,200,50,0.3,-11.071360388961951
0,0.3,quantile,15,200,50,0.4,-10.588689936168766
0,0.3,quantile,15,200,50,0.5,-10.199918225535153
0,0.3,quantile,15,200,50,0.6,-10.084929295142173
0,0.3,quantile,15,200,50,0.7,-10.356949694570286
0,0.3,quantile,15,200,50,0.8,-10.97459698868264
0,0.3,quantile,15,200,50,0.9,-13.193836861460857
0,0.3,quantile,15,300,10,0.1,-14.222080625243342
0,0.3,quantile,15,300,10,0.2,-12.558838543488115
0,0.3,quantile,15,300,10,0.3,-11.349008240550798
0,0.3,quantile,15,300,10,0.4,-10.584142750013044
0,0.3,quantile,15,300,10,0.5,-10.136112661307099
0,0.3,quantile,15,300,10,0.6,-10.237752900297682
0,0.3,quantile,15,300,10,0.7,-10.414787945152458
0,0.3,quantile,15,300,10,0.8,-11.042602333520296
0,0.3,quantile,15,300,10,0.9,-12.691279896321003
0,0.3,quantile,15,300,20,0.1,-14.19508192174302
0,0.3,quantile,15,300,20,0.2,-12.50481959800429
0,0.3,quantile,15,300,20,0.3,-11.36291172683017
0,0.3,quantile,15,300,20,0.4,-10.492760347607804
0,0.3,quantile,15,300,20,0.5,-10.22310374017599
0,0.3,quantile,15,300,20,0.6,-10.100787210040139
0,0.3,quantile,15,300,20,0.7,-10.387959858724564
0,0.3,quantile,15,300,20,0.8,-10.863728565320852
0,0.3,quantile,15,300,20,0.9,-12.818874948827098
0,0.3,quantile,15,300,30,0.1,-14.036244456477203
0,0.3,quantile,15,300,30,0.2,-12.479666252287194
0,0.3,quantile,15,300,30,0.3,-11.267916103279855
0,0.3,quantile,15,300,30,0.4,-10.481020161810559
0,0.3,quantile,15,300,30,0.5,-10.280253447717396
0,0.3,quantile,15,300,30,0.6,-10.17102820967521
0,0.3,quantile,15,300,30,0.7,-10.238234390028225
0,0.3,quantile,15,300,30,0.8,-11.00018190280434
0,0.3,quantile,15,300,30,0.9,-12.951358661351492
